id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
50116124,Dépendance/Jolie Maison Bordelaise à 2 pas du tram,254139008,Julien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82945,-0.59951,Private room,60,1,0,,,2,140
50118824,"Bordeaux, victoire salle de bain privé",403539377,Sophie,Bordeaux,Nansouty - Saint Gens,44.82971,-0.57841,Private room,42,1,3,2021-06-30,2.50,3,197
50118870,Maison entière bdx centre victoire,403539377,Sophie,Bordeaux,Nansouty - Saint Gens,44.8296,-0.57789,Entire home/apt,110,365,0,,,3,135
50121417,Charmant et calme avec cour près de la gare,142573434,Charlotte,Bordeaux,Bordeaux Sud,44.81998,-0.56469,Entire home/apt,52,2,8,2021-06-20,8,1,0
50121902,Charming and calm house Bordeaux/Bègles,221657449,Léa,Bgles,Bgles,44.81105,-0.55612,Entire home/apt,54,3,2,2021-07-01,2,1,108
50123476,Appartement proche  Gare St Jean,230633080,Aquitain Home,Bordeaux,Bordeaux Sud,44.82367,-0.55864,Entire home/apt,180,2,0,,,9,27
50125264,Studio avec mezzanine tout équipé.,77731063,Rahman,Pessac,Brivazac-Candau,44.80459,-0.61419,Entire home/apt,43,1,6,2021-07-06,6,1,48
50125949,Centre : 10ième étage avec vue dégagée & piscine,5531787,Clio,Bordeaux,Centre ville (Bordeaux),44.84366,-0.59766,Entire home/apt,193,2,2,2021-06-27,2,1,7
50128504,Studio équipé meublé tout confort,209878367,Maelle,Gradignan,Gradignan,44.78508,-0.60589,Entire home/apt,100,1,0,,,1,365
50128913,Charming flat at 3 min from the Garonne river in Bordeaux - Welkeys,184945495,Welkeys,Bordeaux,La Bastide,44.83997,-0.55229,Entire home/apt,59,2,1,2021-06-21,1,7,146
50129058,App. de charme - Terrasse / Jacuzzi,404496567,Colette,Bordeaux,Centre ville (Bordeaux),44.83801,-0.59487,Entire home/apt,100,2,0,,,1,242
50129439,Forum Furnished apartment,256600876,Jeffrey,Talence,Talence,44.81363,-0.58966,Entire home/apt,83,2,0,,,13,354
50129477,Chartrons Notre-Dame Furnished flat,256600876,Jeffrey,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85562,-0.56963,Entire home/apt,83,2,0,,,13,352
50130008,"Maison avec patio fleuri -Centre ville, historique",331904303,Laurence,Bordeaux,Centre ville (Bordeaux),44.84719,-0.58703,Entire home/apt,850,2,0,,,1,364
50131929,Sympathique studio indépendant,168099583,Céline,Ambars-et-Lagrave,Ambars-et-Lagrave,44.92509,-0.50491,Entire home/apt,30,1,3,2021-06-11,3,1,189
50132790,"Appartement Simplicité, Bordeaux",252838197,Anna,Gradignan,Gradignan,44.78041,-0.60997,Entire home/apt,55,3,0,,,1,284
50133207,Charmant Studio indépendant Pessac centre,404538179,Celine,Pessac,Le Bourg,44.80494,-0.63799,Entire home/apt,50,3,2,2021-07-05,2,1,201
50134189,Villa d’architecte 195 m2 piscine écrin de verdure,166553250,Frédéric,Merignac,Le Burck,44.81731,-0.64129,Entire home/apt,425,3,0,,,1,11
50134601,Maison 120 m² avec jardin proche Bordeaux,14672378,Olivier,Bgles,Bgles,44.79927,-0.55064,Entire home/apt,130,3,0,,,1,4
50140617,Logement entier • Cauderan BEL APPARTEMENT T2,335042302,Oceane,Bordeaux,Caudran,44.8567,-0.62761,Entire home/apt,39,1,0,,,1,113
50140965,cosy et chaleureux,126204501,Aurélia,Bgles,Bgles,44.80883,-0.53933,Entire home/apt,91,1,0,,,1,312
50142720,Maison familiale à Pessac,113697401,Sophie,Pessac,Cap de Bos,44.79063,-0.69255,Entire home/apt,95,7,0,,,1,0
50143056,"Maison avec piscine environnement calme, verdoyant",103993120,Ludovic,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.93071,-0.76,Entire home/apt,290,7,0,,,1,160
50144109,Bordeaux Hyper centre ville Calme,294462736,Paula,Bordeaux,Centre ville (Bordeaux),44.84487,-0.57896,Entire home/apt,73,2,3,2021-06-13,2.73,1,36
50144750,Appartement Gare St Jean,230633080,Aquitain Home,Bordeaux,Bordeaux Sud,44.82325,-0.56021,Entire home/apt,159,2,0,,,9,58
50145646,"""Il Était Une Nuit"" Cosy T4 - 14 min de Bordeaux",87554401,Il Était Une Nuit,Villenave-d'Ornon,Villenave-d'Ornon,44.77854,-0.57867,Entire home/apt,90,1,2,2021-07-01,2,1,1
50146287,Modern apartment with terrace - Near downtown,291032298,Luckey,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85299,-0.5697,Entire home/apt,90,2,0,,,45,70
50147239,Maison spacieux proche Jardin Public,4618965,Eric,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8507,-0.58432,Entire home/apt,150,7,0,,,1,75
50147955,Bègles : Echoppe au calme,302547672,Jc,Bgles,Bgles,44.80894,-0.57108,Entire home/apt,50,2,0,,,1,35
50148235,Maison avec piscine,8887579,Lisa,Le Bouscat,Le Bouscat,44.86277,-0.59071,Entire home/apt,400,7,0,,,1,60
50152056,Perchoir de charme au coeur des Chartrons,11540666,Arnold,Bordeaux,Bordeaux Maritime,44.85781,-0.56577,Entire home/apt,69,1,1,2021-06-18,1,1,280
50158735,GuestReady - Lovely Flat Pey Berland / Palais de justice,404605847,Valérie,Bordeaux,Centre ville (Bordeaux),44.83596,-0.58033,Entire home/apt,107,2,2,2021-06-18,2,1,4
50161652,Bordeaux - T3 2ch - au cœur du quartier historique,7793873,Antoine,Bordeaux,Centre ville (Bordeaux),44.83882,-0.57157,Entire home/apt,93,3,1,2021-06-27,1,1,17
50162314,Maison de vacances au calme à Bordeaux,14261226,David,Bordeaux,Caudran,44.84746,-0.60959,Entire home/apt,600,6,0,,,1,302
50162782,belle maison bordeaux avec place parking gratuite,25485431,Cyril,Bordeaux,La Bastide,44.82858,-0.53911,Entire home/apt,55,2,0,,,2,55
50162835,Chambre confort quartier calme à 5 mn du tram.,404830334,Catherine,Merignac,La Glacire,44.83095,-0.62309,Private room,50,1,0,,,1,71
50164860,Charmant Appartement Lumineux -Cœur Historique- 4,404853265,Edgar,Bordeaux,Centre ville (Bordeaux),44.84614,-0.58529,Entire home/apt,81,2,0,,,1,61
50166307,Villa avec piscine entre le Bassin et Bordeaux,404868777,Fanny,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.87482,-0.70231,Entire home/apt,245,7,0,,,1,235
50169741,chambre luxe merignac centre,33973454,Mohammad,Merignac,Capeyron,44.849036169292276,-0.6455790568206279,Private room,22,21,7,2021-07-01,5.83,3,343
50170457,"Studio 30 m2 avec Balcon, Bordeaux Hypercentre",287761847,Sacha,Bordeaux,Bordeaux Sud,44.83207,-0.57491,Entire home/apt,47,1,5,2021-07-04,4.29,1,127
50172929,Quartier ambiance « village » près cœur bordeaux,56839255,Nathalie,Bordeaux,Nansouty - Saint Gens,44.82221,-0.56934,Private room,50,1,4,2021-07-07,4,2,0
50173260,Appartement Chartrons vue Garonne,88672190,Mélanie,Bordeaux,Bordeaux Maritime,44.85731,-0.56295,Entire home/apt,95,1,9,2021-07-05,9,1,167
50174123,Maison Nature,81898674,Geraldine,Merignac,Beutre,44.8089,-0.7028,Entire home/apt,104,7,0,,,1,0
50174398,❤️ Mon T2 coeur Bordeaux Chartrons ❤️,404927077,Simon,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85581,-0.57413,Entire home/apt,73,3,0,,,1,162
50175023,Nice Room in Bordeaux Center,25306568,Emilie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83424,-0.58848,Private room,39,1,0,,,2,0
50177485,Appart 45m² calme avec jardin partagé ensoleillé,180021839,Amelie,Bordeaux,Bordeaux Sud,44.82481,-0.56437,Entire home/apt,62,2,4,2021-06-29,3.64,1,2
50182255,Charming apartment with terrasse - Chartrons,9721373,Nadim,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86009,-0.56904,Entire home/apt,53,2,3,2021-07-03,3,1,16
50184696,Logements bien entretenu dans le centre,253876465,Joao,Bordeaux,Bordeaux Maritime,44.86823,-0.57502,Entire home/apt,60,3,0,,,1,172
50187933,"Charmant studio rénové, équipé et climatisé",6926777,Diane,Bordeaux,Bordeaux Sud,44.82999,-0.5632,Entire home/apt,70,2,3,2021-06-27,3,4,163
50188174,GuestReady - Nice Studio Capucins market,405059400,Julie,Bordeaux,Bordeaux Sud,44.82966,-0.57034,Entire home/apt,59,2,0,,,1,97
50188213,Bordeaux centre : superbe appartement,361072574,Maylis,Bordeaux,Bordeaux Sud,44.83654,-0.56616,Entire home/apt,95,4,0,,,1,91
50189339,Jardin Public - Lagrange,45875879,Julien,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8517,-0.58035,Entire home/apt,90,5,1,2021-07-04,1,1,42
50190443,Bordeaux : Adorable Guest House à Caudéran,405078739,Marie,Bordeaux,Caudran,44.8482,-0.60251,Entire home/apt,95,2,0,,,1,323
50190810,Belle échoppe rénovée à 2 pas du parc bordelais,259255352,Ségolène,Le Bouscat,Le Bouscat,44.85547,-0.60028,Entire home/apt,180,3,1,2021-07-05,1,1,308
50195186,Hotel Particulier au coeur de Bordeaux,405126275,Christine,Bordeaux,Bordeaux Sud,44.83236,-0.57441,Entire home/apt,571,2,0,,,1,364
50199998,GuestReady - Mezzanine Apartment - Grosse Cloche,389561200,Clement,Bordeaux,Bordeaux Sud,44.8342,-0.5699,Entire home/apt,83,2,1,2021-07-04,1,5,69
50202118,"Bordeaux Maison 140m² piscine chauffée, clim",35796911,Sébastien,Merignac,Capeyron,44.85207,-0.6381,Entire home/apt,325,5,0,,,1,49
50202991,Belle maison 110m² au Bouscat avec jardin,405203148,Stéphane,Le Bouscat,Le Bouscat,44.86531,-0.5994,Entire home/apt,80,1,3,2021-07-06,3,1,253
50204071,Lumineuse maisonnette T3 neuve avec jardin,64252602,Emilie,Cenon,Plaisance-Loret-Maregue,44.84898,-0.51801,Entire home/apt,81,2,4,2021-07-01,4,1,9
50204173,Appart 4 CH + 2 SDB - Confortable et fonctionnel,405209884,Romain,Le Bouscat,Le Bouscat,44.87137,-0.60039,Entire home/apt,110,3,0,,,1,20
50204508,MAGNIFICENT CHARMING apt with TERRACE in BORDEAUX,405213370,Camille,Bordeaux,Bordeaux Sud,44.83462,-0.563,Entire home/apt,72,1,0,,,1,15
50204690,Maisonnette Bègles au calme proche gare Bordeaux,405212092,Max,Bgles,Bgles,44.81085,-0.56347,Entire home/apt,50,2,2,2021-07-02,2,1,358
50206146,Le Colette - En plein cœur des Chartrons,337698666,Agence COCOONR / BOOK&PAY,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85609,-0.56604,Entire home/apt,81,1,1,2021-07-02,1,12,323
50206306,🤩 BTH Historic Center with Courtyard and AC 🤩,300525291,B.T.H.,Bordeaux,Centre ville (Bordeaux),44.84404,-0.58117,Entire home/apt,78,10,0,,,5,20
50209975,"Maison accueillante, au calme, parking gratuit",70774826,Corinne,Gradignan,Gradignan,44.7763,-0.62568,Entire home/apt,78,3,2,2021-07-03,2,1,225
50212612,Jardin de la Béchade,60233817,Sebastien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82589,-0.5976,Entire home/apt,160,1,2,2021-06-23,2,1,335
50214562,T1 dans résidence,190264666,Jenyfer,Cenon,Plaisance-Loret-Maregue,44.84865,-0.50828,Entire home/apt,65,2,1,2021-06-12,1,2,308
50220800,Talence : appartement chic et cosy,53469271,Belinda,Talence,Talence,44.8053,-0.59178,Entire home/apt,50,3,3,2021-07-01,3,1,14
50221188,Maison de 60m2 avec jardin et piscine,91064005,Sabrina,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.8974,-0.72707,Entire home/apt,161,5,0,,,1,15
50224168,Triplex plein centre de Bordeaux. Spacieux calme.,405403585,Aryele,Bordeaux,Centre ville (Bordeaux),44.83699,-0.58708,Entire home/apt,62,7,0,,,1,257
50226191,T3 climatisé proche commerces et transports,56686910,Pierre,Merignac,Capeyron,44.84964,-0.64425,Entire home/apt,80,1,2,2021-06-25,2,1,153
50226249,Maison de ville,400141798,Charlene,Bordeaux,Centre ville (Bordeaux),44.83796,-0.59192,Entire home/apt,313,2,1,2021-07-04,1,1,338
50226336,Bel appartement neuf situé au pied du TRAM,24899160,Amélie,Le Bouscat,Le Bouscat,44.86502,-0.60408,Entire home/apt,70,4,0,,,1,174
50226624,Jolie appartement Bergonie BORDEAUX,70832440,Jerome,Bordeaux,Nansouty - Saint Gens,44.82397,-0.57897,Entire home/apt,51,4,0,,,1,13
50227100,Studio avec piscine et cuisine extérieure,41045978,Sandrine,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89153,-0.75369,Entire home/apt,70,1,0,,,1,267
50235960,Studio de 35m2 au calme au centre de Bordeaux,64541844,Alexandra,Bordeaux,Centre ville (Bordeaux),44.83873,-0.59364,Entire home/apt,58,2,3,2021-07-05,3,1,19
50235991,maison avec piscine entre Bordeaux et l'océan,261005549,Ludovic,Le Taillan-Mdoc,Le Taillan-Mdoc,44.90059,-0.69799,Entire home/apt,280,7,0,,,1,278
50236905,Villa Architecte proche Cap Ferret,344427955,Pierre-Eric,Martignas-sur-Jalle,Martignas-sur-Jalle,44.84157,-0.75516,Entire home/apt,890,3,0,,,1,358
50238101,Studio Indépendant dans Propriété,25249438,Jerome,Merignac,Beutre,44.8189,-0.68683,Entire home/apt,60,2,0,,,1,122
50238352,Apparemment atypique au Chartrons,39517849,Maya,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85649,-0.57043,Private room,53,1,1,2021-06-23,1,2,289
50239795,Charmant T2 Bordeaux Chartrons,27222870,Nicolas,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86012,-0.57341,Entire home/apt,73,2,1,2021-06-21,1,1,336
50240047,Appartement avec jardin,13962051,Chloé,Bordeaux,Nansouty - Saint Gens,44.82517,-0.57096,Entire home/apt,65,2,0,,,1,9
50240513,APPARTEMENT FAMILIAL AVEC JARDIN CENTRE-VILLE,11757252,David-Lawrence,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85617,-0.58972,Entire home/apt,160,2,0,,,1,42
50241360,Bordeaux-Bègles : studio lumineux et cosy,179605081,Françoise,Bgles,Bgles,44.80839,-0.55246,Private room,40,2,2,2021-06-18,2,1,77
50241516,Belle échoppe atypique Bordelaise avec terrasse,106821973,Laetitia,Bordeaux,Nansouty - Saint Gens,44.81835,-0.57727,Entire home/apt,90,7,0,,,1,326
50242672,Maison individuelle moderne et chaleureuse,405617617,Tatiana,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89684,-0.73268,Entire home/apt,170,7,0,,,1,204
50251913,Villa climatisée avec piscine chauffée,310626486,Jerome,Le Taillan-Mdoc,Le Taillan-Mdoc,44.90216,-0.67895,Entire home/apt,240,7,0,,,1,1
50253272,Devise appartement en centre-ville,405731142,Madiha,Bordeaux,Centre ville (Bordeaux),44.84095,-0.57104,Entire home/apt,145,2,0,,,1,165
50254484,Petit paradis bohème et sa jungle extérieure,3651969,Aurore,Bordeaux,La Bastide,44.82786,-0.53381,Entire home/apt,80,3,0,,,1,0
50255298,studio cosy proche piscine Judaïque,405744065,Anthony,Bordeaux,Centre ville (Bordeaux),44.840633,-0.59559,Entire home/apt,45,4,0,,,1,2
50255359,Superbe appartement en résidence - parking gratuit,86544636,Louise,Bordeaux,La Bastide,44.8457,-0.56154,Entire home/apt,80,2,0,,,1,0
50258937,35m² tout confort proche transports,303461292,Sarah,Talence,Talence,44.79608,-0.60313,Entire home/apt,50,4,0,,,1,36
50259786,MAISON AU CALME AVEC JARDIN,26625026,Axelle,Talence,Talence,44.81075,-0.57619,Entire home/apt,180,7,0,,,2,23
50260300,"Joli T2 cosy, lumineux, belle cour,Bordeaux centre",239095847,Laure,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83422,-0.58108,Entire home/apt,81,4,0,,,1,58
50264333,LE LOGIS DES JALLES   T2 au calme /jardin/terrasse,74816140,Kathy,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89007,-0.68942,Entire home/apt,135,2,0,,,8,332
50264360,Maison+Piscine - 2 pas de Bordeaux / 1h de l'océan,13940127,Eugénie,Pessac,Verthamon,44.81922,-0.60773,Entire home/apt,210,3,0,,,1,38
50266719,"Appartement avec vue sur Lac, proche tram C",405848182,Nathalie,Bruges,Bruges,44.87654,-0.58642,Entire home/apt,56,2,3,2021-07-04,3,1,5
50267704,"Charmante maison, refaite à neuf, calme,gd jardin!",13175180,Celine,Bgles,Bgles,44.80214,-0.56349,Entire home/apt,100,2,1,2021-06-26,1,1,325
50274428,"Logement entier avec 3 chambres a étage, jardin",46911190,Julie,Bgles,Bgles,44.80699,-0.56927,Entire home/apt,78,2,0,,,2,113
50275457,Charmant appartement en plein cœur de Bordeaux,102325277,Florian,Bordeaux,Bordeaux Sud,44.83098,-0.5699,Entire home/apt,65,1,0,,,1,210
50276814,Maison de 340 m² dans un magnifique parc arboré,75166020,Amandine,Pessac,Magonty,44.80143,-0.72133,Entire home/apt,579,5,0,,,1,8
50277599,Le Coeur Bordelais,405958271,Stephanie,Bordeaux,Centre ville (Bordeaux),44.84457,-0.577423,Entire home/apt,70,6,0,,,1,273
50279038,Très belle villa zen avec piscine,237750765,Stephane,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.9143,-0.74587,Entire home/apt,290,4,0,,,1,207
50279998,Appartement cosy tout confort,93111064,Valerie,Bordeaux,Bordeaux Sud,44.8293,-0.55642,Entire home/apt,106,2,0,,,1,358
50281281,TRIANGLE D'OR TRES BEL APPARTEMENT VUE GD THEATRE,276913722,Nicolas,Bordeaux,Centre ville (Bordeaux),44.84145,-0.57551,Entire home/apt,400,1,1,2021-06-20,1,1,179
50281385,Grand appartement avec terrasse et belle vue,380458612,Luco,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83061,-0.58298,Entire home/apt,84,4,1,2021-06-20,1,1,9
50282074,Studio 1 indépendant à Begles,23157793,Sandra,Bgles,Bgles,44.798,-0.56271,Entire home/apt,41,4,1,2021-06-26,1,2,34
50283699,Une pause de bonheur à Bordeaux !,98274314,Léa,Bordeaux,Centre ville (Bordeaux),44.83946,-0.59415,Entire home/apt,55,2,2,2021-06-30,2,2,79
50288736,Cute room with cool vibes ⚡️,91072782,Jianwei,Bordeaux,Bordeaux Sud,44.83143,-0.57069,Private room,35,1,0,,,1,87
50293288,Cocon contemporain,193928810,Michael,Floirac,Floirac,44.83418,-0.54348,Entire home/apt,140,2,0,,,1,294
50294838,"NOUVEAU ! Maison avec piscine, calme et moderne",18312657,Béatrice,Bgles,Bgles,44.80607,-0.56625,Entire home/apt,196,5,0,,,1,37
50295202,Jolie guest house confort avec piscine chauffée,44678254,Judith Et Camilo,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89653,-0.77922,Entire home/apt,94,2,1,2021-06-29,1,1,319
50297222,Chambre avec vue,403698435,Isa,Bordeaux,Caudran,44.85364,-0.61326,Private room,45,2,0,,,2,295
50297306,Adorable T3 proche de toutes commodités,406142553,Martin,Bordeaux,Bordeaux Maritime,44.8665,-0.57533,Entire home/apt,114,3,0,,,1,54
50297583,Superbe appartement place Pey Berland avec jacuzzi,48753578,Julien-Brice,Bordeaux,Centre ville (Bordeaux),44.83587,-0.57971,Entire home/apt,190,2,0,,,2,354
50298552,Studio cosy au coeur de la ville de Bordeaux,397065916,"Residhome, Séjours & Affaires",Bordeaux,Nansouty - Saint Gens,44.822914,-0.571112,Entire home/apt,60,1,0,,,1,340
50298922,"Maison familiale,  jardin et clim, limitrophe BDX",26725940,Lucie,Bgles,Bgles,44.81861,-0.54167,Entire home/apt,100,7,0,,,1,9
50299528,T3 à Bruges,190264666,Jenyfer,Bruges,Bruges,44.876629,-0.596324,Entire home/apt,70,2,1,2021-06-19,1,2,281
50302653,Bel appartement design tout confort (Parking Gratuit) à 10 minutes de Bordeaux,42620124,Thierry,Cenon,Palmer-Gravires-Cavailles,44.857471,-0.526777,Entire home/apt,53,1,0,,,9,318
50303843,Oasis de douceur à Saint-Michel (long séjour),245749214,Laure,Bordeaux,Bordeaux Sud,44.83392,-0.56887,Entire home/apt,85,30,1,2021-06-24,1,1,103
50305532,Joli cottage avec jardin et terrasse privative,406178158,Clarisse,Merignac,Beutre,44.8056,-0.70451,Entire home/apt,95,3,1,2021-06-20,1,1,144
50306279,"Appartement Bordeaux Cenon, entièrement équipé",100746378,Frederick,Cenon,Palmer-Gravires-Cavailles,44.85642,-0.52489,Entire home/apt,55,2,1,2021-06-20,1,1,324
50306709,TALENCE Studio pied du tram Bordeaux 10',29375765,Caroline,Talence,Talence,44.8162,-0.58775,Entire home/apt,41,3,0,,,1,7
50306937,Cottage Cosy neuf,141204789,Lizelya,Pessac,Arago-La Chataigneraie,44.79155,-0.64539,Entire home/apt,45,2,2,2021-07-06,2,5,339
50308935,Maisonnette de vacances entre Bordeaux et l'océan,95013679,Diane,Le Haillan,Le Haillan,44.87141,-0.68372,Entire home/apt,130,3,0,,,1,54
50309481,STUDIO Bordeaux,12267442,Christelle,Bordeaux,Nansouty - Saint Gens,44.82316,-0.58608,Entire home/apt,30,1,2,2021-06-20,2,1,293
50315278,Appartement de charme au centre de Bordeaux,43286462,Hélène,Bordeaux,Centre ville (Bordeaux),44.83761,-0.5687,Entire home/apt,85,2,0,,,1,8
50315609,Magnifique villa avec piscine chauffée,406314054,Cecilia,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.86771,-0.72817,Entire home/apt,320,5,0,,,1,118
50315914,Lovely apartment Bordeaux Bacalan,405923926,Marine,Bordeaux,Bordeaux Maritime,44.87279,-0.54707,Entire home/apt,51,2,0,,,1,22
50316149,Appartement cosy 55m2 - Coeur de Bordeaux,19900899,Guillaume,Bordeaux,Centre ville (Bordeaux),44.84245,-0.58197,Entire home/apt,88,1,2,2021-07-02,2,1,89
50316697,Villa avec piscine à 15 min de Bordeaux,35059909,Najia,Villenave-d'Ornon,Villenave-d'Ornon,44.76198,-0.54961,Entire home/apt,450,3,0,,,1,10
50319866,Appartement avec jardin,49737070,Pauline,Bordeaux,Caudran,44.84887,-0.6143,Entire home/apt,80,1,1,2021-06-30,1,1,47
50324367,"Une chambre privée dans un appartement en comprenant une cuisine équipée et salle de bain, wc à partager.

La chambre est équipée d'un lit simple avec draps,(couette, claquettes, serviettes, gel hydro) bureau, chaise, ponderie, étagère et un balcon.",129969564,Khaliun,Pessac,Saige,44.79161,-0.6311,Private room,16,7,0,,,2,304
50325370,Studio proche de Bordeaux,36965070,Jean-Marc,Bgles,Bgles,44.79597,-0.55929,Entire home/apt,45,3,0,,,2,26
50325594,Petit cocon bordelais,406393928,Aurélie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85308,-0.59014,Entire home/apt,80,3,0,,,1,56
50325771,T4 au dernier étage en hypercentre,70569292,David,Bordeaux,Centre ville (Bordeaux),44.83777,-0.56993,Entire home/apt,100,4,0,,,1,1
50325977,Le Studio du Passage Notre-Dame,50496838,Antoine,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.850289213973525,-0.5708853512114196,Entire home/apt,45,2,0,,,1,14
50327506,Rare T3 avec patio 120m2 4P Gare Saint-Jean,37314741,Céline&Thomas,Bordeaux,Bordeaux Sud,44.826805,-0.557456,Entire home/apt,120,2,0,,,12,334
50329122,Maison avec jardin à côté de Bordeaux,406429648,Anthony,Merignac,Centre ville (Merignac),44.83864,-0.64226,Entire home/apt,149,6,0,,,1,180
50333620,GuestReady - Cozy Apartment in City Center for 2 guests!,405175711,Nathalie,Bordeaux,Centre ville (Bordeaux),44.83799,-0.58053,Entire home/apt,71,2,1,2021-06-20,1,1,235
50334484,Logement paisible et calme quartier sécurisé,273256908,Manuella,Ambars-et-Lagrave,Ambars-et-Lagrave,44.93632,-0.50509,Entire home/apt,216,7,0,,,1,90
50334732,Agréable maison avec jardin à deux pas du centre,85443226,Victoria,Cenon,Gambetta-Mairie-Lissandre,44.86059,-0.53383,Entire home/apt,163,3,0,,,8,61
50334890,Magnifique T2 avec jardin collectif - Victoire,105006372,Ethan,Bordeaux,Bordeaux Sud,44.828892,-0.575031,Entire home/apt,78,2,4,2021-07-04,4,1,48
50335620,Magnifique Appartement avec grande terrasse,13371001,Antoine,Bordeaux,Bordeaux Sud,44.83184,-0.56437,Entire home/apt,100,2,0,,,1,332
50339567,Appartement lumineux calme avec parking,52070186,Giovanni,Lormont,Lormont,44.86592,-0.52219,Private room,38,2,0,,,1,364
50340959,Charmant Appartement contemporain,189130146,Marcelle,Bassens,Bassens,44.90575,-0.51569,Entire home/apt,48,2,0,,,1,248
50343904,Appartement cosy au cœur de Talence,236942341,Camille,Talence,Talence,44.81129,-0.58798,Entire home/apt,93,4,0,,,1,62
50348403,Appartement T4 80m2 avec loggia proche Bordeaux,183707166,David & Damien,Le Bouscat,Le Bouscat,44.86379,-0.58951,Entire home/apt,100,3,0,,,1,206
50352295,Cosy Studio au cœur de la ville,319071869,Julie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83342,-0.58693,Entire home/apt,55,2,2,2021-06-27,2,2,21
50353658,Studio bois proche hyper centre de Bordeaux,406672817,Viviane,Bordeaux,Caudran,44.84654,-0.61437,Entire home/apt,47,3,0,,,1,53
50356164,Belle maison Bordelaise 4 chb. Piscine chauffée,138362846,Damien,Bordeaux,Caudran,44.847760782816906,-0.6036027476718061,Entire home/apt,520,5,0,,,1,8
50356244,appartement 1er étage ascenseur très calme,99751821,Philippe,Merignac,Capeyron,44.84832,-0.64227,Entire home/apt,42,7,0,,,1,338
50356638,Buffon Furnished townhouse,256600876,Jeffrey,Le Bouscat,Le Bouscat,44.85649,-0.59999,Entire home/apt,215,2,0,,,13,321
50358920,*LILA* T2 Lumineux avec place de Parking 🌸,321162574,Coralie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83277,-0.58381,Entire home/apt,85,2,2,2021-07-04,2,12,31
50360868,50m2 de Charme proche Capucins,406746479,Julien,Bordeaux,Nansouty - Saint Gens,44.82672,-0.56858,Entire home/apt,57,6,5,2021-07-05,5,1,349
50360873,Beau studio avec exterieur,372253,Sebastien,Floirac,Floirac,44.84014,-0.53986,Entire home/apt,39,2,6,2021-07-07,6,1,120
50361192,T2 calme et design quartier Chartrons à Bordeaux,32486742,Sandra,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85338,-0.57832,Entire home/apt,75,1,1,2021-06-19,1,8,334
50362634,Maison familiale chaleureuse avec piscine,277627174,Fred,Villenave-d'Ornon,Villenave-d'Ornon,44.76505,-0.57311,Entire home/apt,250,4,0,,,1,286
50365879,Pleasant duplex in the center of Bordeaux,291032298,Luckey,Bordeaux,Bordeaux Sud,44.82710988889745,-0.5588483313151805,Entire home/apt,90,2,0,,,45,236
50368056,Appartement pour 2personnes,337087760,Julia,Pessac,Verthamon,44.81281,-0.61798,Entire home/apt,38,2,1,2021-06-27,1,1,334
50368342,Bel appartement en plein coeur de Bordeaux,402719691,Nicole,Bordeaux,Centre ville (Bordeaux),44.83905,-0.57706,Entire home/apt,76,2,3,2021-06-27,3,1,32
50372629,Adorable guet housse avec piscine dans 1 parc de 3000 m2,406880202,Jean Pierre,Gradignan,Gradignan,44.76304,-0.6236,Entire home/apt,80,7,0,,,1,333
50373551,Maison familiale avec piscine privée,99695814,Virginie,Gradignan,Gradignan,44.76898,-0.59431,Entire home/apt,250,6,0,,,1,1
